prep_test,module_id,prep_test_title,section_number,is_experimental,source_group_id,first_question,last_question,question_count,passage_html,passage_type,p_tag_count,heading_p_count,paragraph_count,html_flags,passage_uniqueness,also_appears_in,explanation_status,explanation_p_count,explanation_html,overall_html,qc_notes
133,LSAC133,The Official LSAT PrepTest 133,4,FALSE,RC-P013,22,27,6,"<p><strong>Passage A</strong></p><p style='text-indent: 1em;'>Central to the historian's profession and scholarship has been the ideal of objectivity. The assumptions upon which this ideal rests include a commitment to the reality of the past, a sharp separation between fact and value, and above all, a distinction between history and fiction. </p><p style='text-indent: 1em;'>According to this ideal, historical facts are prior to and independent of interpretation: the value of an interpretation should be judged by how well it accounts for the facts; if an interpretation is contradicted by facts, it should be abandoned. The fact that successive generations of historians have ascribed different meanings to past events does not mean, as relativist historians claim, that the events themselves lack fixed or absolute meanings. </p><p style='text-indent: 1em;'>Objective historians see their role as that of a neutral judge, one who must never become an advocate or, worse, propagandist. Their conclusions should display the judicial qualities of balance and evenhandedness. As with the judiciary, these qualities require insulation from political considerations, and avoidance of partisanship or bias. Thus objective historians must purge themselves of external loyalties; their primary allegiance is to objective historical truth and to colleagues who share a commitment to its discovery.</p><p></p><p><strong>Passage B</strong></p><p style='text-indent: 1em;'>The very possibility of historical scholarship as an enterprise distinct from propaganda requires of its practitioners that self-discipline that enables them to do such things as abandon wishful thinking, assimilate bad news, and discard pleasing interpretations that fail elementary tests of evidence and logic. </p><p style='text-indent: 1em;'>Yet objectivity, for the historian, should not be confused with neutrality. Objectivity is perfectly compatible with strong political commitment. The objective thinker does not value detachment as an end in itself but only as an indispensable means of achieving deeper understanding. In historical scholarship, the ideal of objectivity is most compellingly embodied in the <em style=""font-style: italic;"">powerful argument</em>—one that reveals by its every twist and turn its respectful appreciation of the alternative arguments it rejects. Such a text attains power precisely because its author has managed to suspend momentarily his or her own perceptions so as to anticipate and take into account objections and alternative constructions—not those of straw men, but those that truly issue from the rival's position, understood as sensitively and stated as eloquently as the rival could desire. To mount a telling attack on a position, one must first inhabit it. Those so habituated to their customary intellectual abode that they cannot even explore others can never be persuasive to anyone but fellow habitués.</p><p style='text-indent: 1em;'>Such arguments are often more faithful to the complexity of historical interpretation—more faithful even to the irreducible plurality of human perspectives—than texts that abjure position-taking altogether. The powerful argument is the highest fruit of the kind of thinking I would call objective, and in it neutrality plays no part. Authentic objectivity bears no resemblance to the television newscaster's mechanical gesture of allocating the same number of seconds to both sides of a question, editorially splitting the difference between them, irrespective of their perceived merits.</p>",Comparative,9,2,6,EMPTY_P;INLINE_STYLE,Reused,LSAC063,Not started,,,,
134,LSAC134,The Official LSAT PrepTest 134,4,FALSE,RC-E032,1,6,6,"<p style='text-indent: 1em;'>Determining the most effective way to deter deliberate crimes, such as fraud, as opposed to impulsive crimes, such as <lr data-itemid='E032B-13'>crimes of passion</lr>, is a problem currently being debated in the legal community. On one side of the debate are those scholars who believe that deliberate crimes are a product of the influence of societal norms and institutions on individuals. These scholars suggest that changing people's beliefs about crime, increasing the access of the most economically alienated individuals to economic institutions, and rehabilitating those convicted of this type of crime will reduce the crime rate. On the other side are those legal scholars who believe that the decision to commit a deliberate crime is primarily the result of individual choice. They suggest that increasing the fines and penalties associated with criminal activity, along with efficacious law enforcement, is the best deterrence method. However, some recent legal scholarship has changed the nature of this debate by introducing an economic principle that shows that these two positions, far from being antithetical, are surprisingly complementary.</p><p style='text-indent: 1em;'>The economic principle that reconciles the two positions is that of utility maximization, which holds that, given a choice of actions, rational individuals will choose the action that maximizes their anticipated overall satisfaction, or expected utility. The expected utility of an action is ascertained by determining the utilities of the possible outcomes of that action, weighing them according to the likelihood of each outcome's coming to pass, and then adding up those weighted utilities. Using this economic framework, an individual's decision to commit a crime can be analyzed as a rational economic choice.</p><p style='text-indent: 1em;'>According to the utility maximization principle a person who responds rationally to economic incentives or disincentives will commit a crime if the expected utility from doing so, given the chance of getting caught, exceeds the expected utility from activity that is lawful. Within this framework the two crime-deterrence methods have the same overall effect. For instance, the recommendations on one side of the crime deterrence debate to increase penalties for crimes and strengthen law enforcement result in an increased likelihood of detection and punishment and impose an increased cost to the individual if detected and punished. This lowers the expected utility from criminal activity, thereby making a person less likely to choose to commit a deliberate crime. The recommendations on the other side of the debate, such as increasing the economic opportunities of individuals most alienated from economic institutions, also affect the utility equation. All else being equal, enacting these types of policies will effectively increase the expected utility from lawful activity. This economic analysis demonstrates that the two positions are not fundamentally in conflict, and that the optimal approach to crime deterrence would include elements of both deterrence strategies.</p>",Single,3,0,3,INLINE_STYLE,Reused,LSAC064,Not started,,,,
134,LSAC134,The Official LSAT PrepTest 134,4,FALSE,RC-H028,7,12,6,"<p style='text-indent: 1em;'>Mexican Americans share with speakers of Spanish throughout the world a rich and varied repertoire of proverbs as well as a vital tradition of proverb use. The term ""proverb"" refers to a self-contained saying that can be understood independent of a specific verbal context and that has as its main purpose the carrying of a message or piece of wisdom. The great majority of Spanish-language proverbs reached Mexico from peninsular Spain, though they did not all originate there. Many belong, in fact, to the common proverb tradition of Europe and have exact equivalents in English-language proverbial speech.</p><p style='text-indent: 1em;'>Each use of a proverb is an individual act whose meaning varies depending on the individual speaker and the particular social context in which the use occurs. Nonetheless, it is important to recognize that proverb use is also shaped by the larger community with which the individual interacts. The fact that proverbs often serve a didactic purpose points us to one important function that proverbs serve in Mexican American communities: the instruction of the young. In fact, this function seems to be much more prominent in Mexican tradition in general than in English-speaking traditions. Adolescents of Mexican descent in the United States consistently report the frequent use of proverbs by their parents as a teaching tool, in areas ranging from the inculcation of table manners to the regulation of peer-group relationships. The latter area is a particularly frequent focus of proverb use within Mexican American communities: one of the most frequently used proverbs, for example, translates roughly as, <lr data-itemid='17728-04'>""Tell me who you run with and I'll tell you who you are.""</lr> Perhaps this emphasis on peer-group relations derives from a sense that traditional, community-approved norms are threatened by those prevalent in the surrounding society, or from a sense that, in dealing with older children especially, parents need to appeal to traditional wisdom to bolster their authority.</p><p style='text-indent: 1em;'>Another dimension of proverb use within Mexican American communities is that proverbs often serve to foster a consciousness of ethnicity, that is, of membership in a particular ethnic group possessing features that distinguish it from other groups within a multiethnic environment. Even those Mexican American proverbs that do not have an explicitly didactic purpose nevertheless serve as a vehicle for the transmission of both the Spanish language and Mexican culture. It is in these sayings that links to folklore and other aspects of Mexican culture are established and maintained. Proverbs thus provide a means of enhancing Mexican American young people's familiarity with their heritage, thereby strengthening their ties to Mexican tradition.</p>",Single,3,0,3,INLINE_STYLE,Reused,LSAC064,Not started,,,,
134,LSAC134,The Official LSAT PrepTest 134,4,FALSE,RC-N013,13,19,7,"<p><strong>Passage A</p><p></strong>&emsp;Evolutionary psychology has taught us to examine human behavior from the standpoint of the theory of evolution—to explain a given type of human behavior by examining how it contributes to the reproductive success of individuals exhibiting the behavior, and thereby to the proliferation of the genetic material responsible for causing that behavior. From an evolutionary standpoint, the problem of altruism is a thorny one: what accounts for the evolution of behavior in which an individual expends energy or other valuable resources promoting the welfare of another individual?</p><p style='text-indent: 1em;'>The answer probably lies in the psychological experiences of identification and empathy. Such experiences could have initially arisen in response to cues (like physical resemblance) that indicated the presence of shared genetic material in human ancestors. The psychological states provoked by these cues could have increased the chances of related individuals' receiving assistance, thereby enhancing the survival and replication of genes influencing the capacity for identification and empathy. This would account, for example, for a mother's rushing to help her injured child; genes promoting their own self-propagation may thus operate through instinctive actions that appear unselfish.</p><p style='text-indent: 1em;'>Since human ancestors lived in small, kin-based groups, the application of altruistic mechanisms to the entire group would have promoted the propagation of the genes responsible for those mechanisms. Later, these mechanisms may have come to apply to humans who are not kin when communities grew larger. In this way, apparently altruistic mechanisms may have arisen within a genetically ""selfish"" system.</p><p></p><p><strong>Passage B</strong></p><p style='text-indent: 1em;'>Evolutionary psychology is a kind of <lr data-itemid='RN013-05'>conspiracy theory</lr>; that is, it explains behavior by imputing an interest (the proliferation of genes) that the agent of the behavior does not openly acknowledge, or indeed, is not even aware of. Thus, what seemed to be your unsurprising interest in your child's well-being turns out to be your genes' conspiracy to propagate themselves. </p><p style='text-indent: 1em;'>Such arguments can appear persuasive on the face of it. According to some evolutionary psychologists, an interest in the proliferation of genes explains monogamous families in animals whose offspring mature slowly. Human offspring mature slowly; and, at least in numerical terms, our species favors monogamous families. Evolutionary psychologists take this as evidence that humans form monogamous families because of our interest in propagating our genes. Are they right? </p><p style='text-indent: 1em;'>Maybe yes, maybe no; this kind of inference needs to be handled with great care. There are, most often, all sorts of interests that would explain any given behavior. What is needed to make it decisive that a particular interest explains a particular behavior is that the behavior would be reasonable <em style=""font-style: italic;"">only</em> if one had that interest. But such cases are vanishingly rare: an interest in Y might explain doing X, but so too would an interest in doing X. A concern to propagate one's genes would explain promoting the welfare of one's children; but so too would an interest in the welfare of one's children. Not all of one's motives can be instrumental, after all; there must be some things that one cares for just for their own sakes.</p>",Comparative,9,2,6,EMPTY_P;TAG_CROSSES_P;INLINE_STYLE,Reused,LSAC064,Not started,,,,
134,LSAC134,The Official LSAT PrepTest 134,4,FALSE,RC-A001,20,27,8,"<p style='text-indent: 1em;'>During Dostoyevsky's time there were two significant and opposing directions in Russian literary criticism. One position maintained that art stood high above the present and the everyday, while the radical view maintained that art had a right to exist only if it found its sources in concrete reality, and, through the exposure of want and injustice, it contributed to the creation of a new society; literature, in other words, should be useful. Dostoyevsky took a third position. As a realist, he never doubted that reality was literature's crucial source. But his understanding of reality went deeper than the one prevailing among radical critics, since for Dostoyevsky there was no distinction in principle between fantasy and reality, and reality was far more than the merely tangible.</p><p style='text-indent: 1em;'>The radical critics' demand that reality be depicted ""as it is"" was meaningless for Dostoyevsky; reality was necessarily shaped by the person who experienced it: what may not be reality for you may be reality for me. The task of the writer was to explode the boundaries of the so-called real world. Within perceptible ""reality"" exists another sphere, the fantastic, which is not in any way superfluous to a writer's concerns: ""The fantastic must be so intimately bound up with the real that one almost believes in it.""</p><p style='text-indent: 1em;'>The radical critics' insistence that art must serve a particular political view was for Dostoyevsky the equivalent of assigning to art ""a shameful destiny."" A literary work must stand or fall on its ""artistic merit,"" he explained. The utilitarian claim that the formal aspects of a work were of secondary importance so long as its goal was good and its purpose clear struck Dostoyevsky as a contradiction in terms. Only fully realized artistic works could fulfill their goals. But what does it mean to say that a work is ""artistic""? Dostoyevsky defined it thus: ""To say that a novelist is `artistic' means that he possesses a talent to express his thoughts in characters and images so that when the reader has finished the novel, he has fully understood the author's thoughts. Therefore, artistry is quite simply the ability to write well.""</p><p style='text-indent: 1em;'>The radical critics' requirement that art must at all costs be ""useful"" to people and society seemed to Dostoyevsky unsatisfactory. How can we know what will show itself to be useful? Can we say with assurance how useful the <em style=""font-style: italic;"">Iliad</em> has been to humankind? No, Dostoyevsky believed, when it comes to this we encounter breadths that cannot be measured with any precision; sometimes a work of art may appear to deviate from reality and serve no useful purpose because we cannot see clearly what paths it may take to become useful.</p>",Single,4,0,4,INLINE_STYLE,Reused,LSAC064,Not started,,,,
135,LSAC135,The Official LSAT PrepTest 135,3,FALSE,RC-I004,1,7,7,"<p style='text-indent: 1em;'>In the 1980s there was a proliferation of poetry collections, short stories, and novels published by women of Latin American descent in the United States. By the end of the decade, another genre of U.S. Latina writing, the autobiography, also came into prominence with the publication of three notable autobiographical collections: <em style=""font-style: italic;"">Loving in the War Years:</em> <em style=""font-style: italic;"">Lo Que Nunca Pasó Por Sus Labios</em>, by Cherríe Moraga; <em style=""font-style: italic;"">Getting Home Alive</em>, by Aurora Levins Morales and Rosario Morales; and <em style=""font-style: italic;"">Borderlands/La Frontera</em>, by Gloria Anzaldúa.</p><p style='text-indent: 1em;'>These collections are innovative at many levels. They confront traditional linguistic boundaries by using a mix of English and Spanish, and they each address the politics of multiple cultural identities by exploring the interrelationships among such factors as ethnicity, gender, and language. This effort manifests itself in the generically mixed structure of these works, which combine essays, sketches, short stories, poems, and journal entries without, for the most part, giving preference to any of these modes of presentation.</p><p style='text-indent: 1em;'>In <em style=""font-style: italic;"">Borderlands/La Frontera</em>, Anzaldúa presents her personal history and the history of the Mexican American community to which she belongs by juxtaposing narrative sequences and poetry. Moraga's <em style=""font-style: italic;"">Loving in the War Years</em> is likewise characterized by a mixture of genres, and, as she states in her introduction, the events in her life story are not arranged chronologically, but rather in terms of her political development. According to one literary critic who specializes in the genre of autobiography, this departure from chronological ordering represents an important difference between autobiographies written by women and those traditionally written by men. <em style=""font-style: italic;"">Getting Home Alive</em> departs even further from the conventions typical of autobiography by bringing together the voices of two people, a mother and her daughter, each of whom authors a portion of the text. The narratives and poems of each author are not assigned to separate sections of the text, but rather are woven together, with a piece by one sometimes commenting on a piece by the other. While this ordering may seem fragmentary and confusing, it is in fact a fully intentional and carefully designed experiment with literary structure. In a sense, this mixing of structures parallels the content of these autobiographies: the writers employ multigeneric and multivocal forms to express the complexities inherent in the formation of their identities.</p><p style='text-indent: 1em;'><lr data-itemid='18445-12'>Rather than forcing their personal histories to conform to <lr data-itemid='18445-04'>existing generic parameters,</lr> these writers have revolutionized the genre of autobiography, redrawing the boundaries of this literary form to make it more amenable to the expression of their own experiences.</lr> In doing so, they have shown a strong determination to speak for themselves in a world that they feel has for too long taken their silence for granted.</p>",Single,4,0,4,INLINE_STYLE,Reused,LSAC065,Not started,,,,
135,LSAC135,The Official LSAT PrepTest 135,3,FALSE,RC-I024,8,13,6,"<p style='text-indent: 1em;'>While recent decades have seen more information recorded than any other era, the potential for losing this information is now greater than ever. This prospect is of great concern to archivists, who are charged with preserving vital records and documents indefinitely. One archivist notes that while the quantity of material being saved has increased exponentially, the durability of recording media has decreased almost as rapidly. The clay tablets that contain the laws of ancient Mesopotamia, for example, are still displayed in museums around the world, and many medieval manuscripts written on animal parchment still look as though they were copied yesterday, whereas books printed on acidic paper as recently as the 1980s are already unreadable. Black-and-white photographs will last for a couple of centuries, but most color photographs become unstable within 40 years, and videotapes last only about 20 years.</p><p style='text-indent: 1em;'><lr data-itemid='18965-04'>Computer technology would seem to offer archivists an answer, as maps, photographs, films, videotapes, and all forms of printed material may now be transferred to and stored electronically on computer disks or tape, occupying very little space.</lr> But as the pace of technological change increases, so too does the speed with which each new generation of technology supplants the last. For example, many documents and images transferred in the 1980s to optical computer disks—then the cutting edge of technology—may not now be retrievable because they depend on computer software and hardware that are no longer available. And recent generations of digital storage tape are considered safe from deterioration for only ten years. Yet, even as some archivists are reluctant to become dependent on ever-changing computer technology, they are also quickly running out of time.</p><p style='text-indent: 1em;'>Even if viable storage systems are developed—new computer technologies are emerging that may soon provide archivists with the information storage durability they require—decisions about what to keep and what to discard will have to be made quickly, as materials recorded on conventional media continue to deteriorate. Ideally, these decisions should be informed by an assessment of the value of each document. Printed versions of ancient works by Homer and Virgil, for example, survived intact because their enduring popularity resulted in multiple copies of the works being made at different historical moments. But many great works, including those of Plato, were lost for several centuries and are known today only because random copies turned up in the archives of medieval monasteries or in other scholarly collections. Undoubtedly, many important works have not survived at all. The danger now is not so much that some recent masterpiece will be lost for an extended period of time, but rather that the sheer volume of accumulated records stored on nondurable media will make it virtually impossible for archivists to sort the essential from the dispensable in time to save it.</p>",Single,3,0,3,INLINE_STYLE,Reused,LSAC065,Not started,,,,
135,LSAC135,The Official LSAT PrepTest 135,3,FALSE,RC-P010,14,19,6,"<p><em style=""font-style: italic;"">The following passages are adapted from articles recently published in North American law review journals.</em></p><p></p><p><strong>Passage A</strong></p><p style='text-indent: 1em;'>In Canadian and United States common law, blackmail is unique among major crimes: no one has yet adequately explained why it ought to be illegal. The heart of the problem—known as the blackmail paradox—is that two acts, each of which is legally permissible separately, become illegal when combined. If I threaten to expose a criminal act or embarrassing private information unless I am paid money, I have committed blackmail. But the right to free speech protects my right to make such a disclosure, and, in many circumstances, I have a legal right to seek money. So why is it illegal to combine them? </p><p style='text-indent: 1em;'>The lack of a successful theory of blackmail has damaging consequences: drawing a clear line between legal and illegal acts has proved impossible without one. Consequently, most blackmail statutes broadly prohibit behavior that no one really believes is criminal and rely on the good judgment of prosecutors not to enforce relevant statutes precisely as written. </p><p style='text-indent: 1em;'>It is possible, however, to articulate a coherent theory of blackmail. The key to the wrongness of the blackmail transaction is its triangular structure. The blackmailer obtains what he wants by using a supplementary leverage, leverage that depends upon a third party. The blackmail victim pays to avoid being harmed by persons other than the blackmailer. For example, when a blackmailer threatens to turn in a criminal unless paid money, the blackmailer is bargaining with <lr data-itemid='RP010-08'>the state's chip.</lr> Thus, blackmail is criminal because it involves the misuse of a third party for the blackmailer's own benefit.</p><p></p><p><strong>Passage B</strong></p><p style='text-indent: 1em;'>Classical Roman law had no special category for blackmail; it was not necessary. Roman jurists began their evaluation of specific categories of actions by considering whether the action caused harm, not by considering the legality or illegality of the action itself. </p><p style='text-indent: 1em;'>Their assumption—true enough, it seems—was that a victim of blackmail would be harmed if shameful but private information were revealed to the world. And if the shame would cause harm to the person's status or reputation, then prima facie the threatened act of revelation was unlawful. The burden of proof shifted to the possessor of the information: the party who had or threatened to reveal shameful facts had to show positive cause for the privilege of revealing the information.</p><p style='text-indent: 1em;'>In short, assertion of the truth of the shameful fact being revealed was not, in itself, sufficient to constitute a legal privilege. Granted, truth was not wholly irrelevant; false disclosures were granted even less protection than true ones. But even if it were true, the revelation of shameful information was protected only if the revelation had been made for a legitimate purpose and dealt with a matter that the public authorities had an interest in having revealed. Just because something shameful happened to be true did not mean it was lawful to reveal it.</p>",Comparative,11,2,6,EMPTY_P;PREAMBLE_P;INLINE_STYLE,Reused,LSAC065,Not started,,,,
135,LSAC135,The Official LSAT PrepTest 135,3,FALSE,RC-J014,20,27,8,"<p style='text-indent: 1em;'>As part of an international effort to address environmental problems resulting from agricultural overproduction, hundreds of thousands of acres of surplus farmland throughout Europe will be taken out of production in coming years. Restoring a natural balance of flora to this land will be difficult, however, because the nutrients in soil that has been in constant agricultural use are depleted. Moreover, much of this land has been heavily fertilized, and when such land is left unplanted, problem weeds like thistles often proliferate, preventing many native plants from establishing themselves. While the quickest way to restore heavily fertilized land is to remove and replace the topsoil, this is impractical on a large scale such as that of the European effort. And while it is generally believed that <lr data-itemid='19536-04'>damaged ecological systems will restore themselves very gradually over time,</lr> a study underway in the Netherlands is investigating the possibility of artificially accelerating the processes through which nature slowly reestablishes plant diversity on previously farmed land.</p><p style='text-indent: 1em;'>In the study, a former cornfield was raked to get rid of cornstalks and weeds, then divided into 20 plots of roughly equal size. Control plots were replanted with corn or sown with nothing at all. The remaining plots were divided into two groups: plots in one group were sown with a mixture of native grasses and herbs; those in the other group received the same mixture of grasses and herbs together with clover and toadflax. After three years, thistles have been forced out of the plots where the broadest variety of species was sown and have also disappeared from mats of grass in the plots sown with fewer seed varieties. On the control plots that were left untouched, thistles have become dominant.</p><p style='text-indent: 1em;'>On some of the plots sown with seeds of native plant species, soil from nearby land that had been taken out of production 20 years earlier was scattered to see what effect introducing nematodes, fungi, and other beneficial microorganisms associated with later stages of natural soil development might have on the process of native plant repopulation. The seeds sown on these enriched plots have fared better than seeds sown on the unenriched plots, but still not as well as those growing naturally on the nearby land. <lr data-itemid='19536-08'>Researchers have concluded that this is because fields farmed for many years are overrun with aggressive disease organisms, while, for example, beneficial mycorrhiza—fungi that live symbiotically on plant roots and strengthen them against the effects of disease organisms—are lacking.</lr> These preliminary results suggest that restoring natural plant diversity to overfarmed land hinges on restoring a natural balance of microorganisms in the soil. In other words, diversity underground fosters diversity aboveground. Researchers now believe that both kinds of diversity can be restored more quickly to damaged land if beneficial microorganisms are ""sown"" systematically into the soil along with a wide variety of native plant seeds.&emsp;</p>",Single,3,0,3,INLINE_STYLE,Reused,LSAC065,Not started,,,,
136,LSAC136,The Official LSAT PrepTest 136,1,FALSE,RC-M014,1,7,7,"<p style='text-indent: 1em;'>The Internet makes possible the instantaneous transmission and retrieval of digital text. It is widely assumed that this capacity will lead to the displacement of printed books by digitized books that are read mainly on computer screens or handheld electronic devices. But it is more likely, I believe, that most digital files of books will be printed and bound on demand at point of sale by machines that can quickly and inexpensively make single copies that are indistinguishable from books made in factories. Once most books have been digitized, anyone with access to the Internet will be able to purchase printed books from a practically limitless digital catalog that includes even those books that, under traditional publishing assumptions, would have been designated ""out of print.""</p><p style='text-indent: 1em;'>Also, the digital publication of a book online involves no physical inventory, thereby eliminating the costs of warehousing, shipping books to wholesalers and to retail stores, displaying physical books in retail stores, and returning unsold books to publishers. This would make digital publishing much less expensive than traditional publishing. Given the economic efficiency and convenience for customers of this new digital model of publishing, it is likely to eventually supplant or at least rival traditional publishing—although it will be some time before a catalog of printable digitized books becomes large enough to justify investment in book printing machines at numerous regional sites.</p><p style='text-indent: 1em;'>Moreover, the elimination of <lr data-itemid='26041-03'>whole categories of expense</lr> means that under the digital publishing model, authors would be responsible for a greater proportion of the value of the final product and would therefore, according to literary agents, be entitled to a larger share of the proceeds. Currently a large percentage of publishers' revenue is absorbed by the costs of printing, selling, and distributing physical books, costs that are irrelevant to digital publication. Literary agents marketing new manuscripts could thus be expected to demand a significantly bigger slice of revenue for their authors than has been traditional. But large, established publishing houses, which are heavily invested in the infrastructure of traditional publishing, initially will be reluctant to accede. So the opportunity to bid for new manuscripts will go first to upstart digital-publishing firms unfettered by traditional practices or infrastructure. Under this competitive pressure, traditional publishers will have to reduce their redundant functions in order to accommodate higher royalty payments to authors or else they will lose their authors. <lr data-itemid='26041-04'>Such adjustments are typical of the interval between a departing economic model and its successor and may help explain the caution with which today's publishing conglomerates are approaching the digital future.</lr></p>",Single,3,0,3,INLINE_STYLE,Reused,LSAC066,Not started,,,,
136,LSAC136,The Official LSAT PrepTest 136,1,FALSE,RC-P008,8,14,7,"<p><strong>Passage A</strong></p><p style='text-indent: 1em;'>In this appeal of his criminal conviction, the defendant challenges the fingerprint evidence used against him at trial, claiming that fingerprint identification theory has not been adequately tested. He cites the inability of the fingerprint examiner who incriminated him at trial to name any studies establishing that no two persons have identical fingerprints. </p><p style='text-indent: 1em;'>The defendant claims that there are no established error rates revealing how often fingerprint examiners incorrectly identify a fingerprint as a particular person's, and asserts that fingerprint examiners lack uniform, objective standards. He cites testimony given by the fingerprint examiner at trial that there is no generally accepted standard regarding the number of ""points of identification"" required for a positive identification. </p><p style='text-indent: 1em;'>Although fingerprint identification has not attained the status of scientific law, it has been used in criminal trials for 100 years, and experts have long concurred about its reliability. While further testing and the development of even more consistent standards may be desirable, this court sees no reason to reject outright a form of evidence that has so ably withstood the test of time.</p><p style='text-indent: 1em;'>While it may be true that different agencies require different degrees of correlation before permitting a positive identification, fingerprint examiners are held to a consistent ""points and characteristics"" approach to identification. As the fingerprint expert testified at the defendant's trial, examiners are regularly subjected to testing and proficiency requirements, and uniform standards have been established through professional training and peer review. The trial court below was therefore within its discretion in crediting testimony that fingerprint identification has an exceedingly low error rate. </p><p></p><p><strong>Passage B</strong></p><p style='text-indent: 1em;'>Fingerprint examiners lack objective standards for evaluating whether two prints ""match."" There is simply no consensus about what constitutes a sufficient basis for identification. Some examiners use a ""point-counting"" method that entails counting the number of similar ""ridge"" characteristics on prints, but there is no fixed requirement about how many points of similarity are needed, and local practices vary. Others reject point counting for a more holistic approach. Either way, there is no generally agreed-on standard for determining precisely when to declare a match.</p><p style='text-indent: 1em;'>Although we know that different individuals can share certain ridge characteristics, the chance of two individuals sharing any given number of identifying characteristics is unknown. How likely is it that two people could have four points of resemblance, or five, or eight? Moreover, fingerprints used in forensic identification are typically partial and smudged. Are the odds that two partial prints from different people will match one in a thousand, one in a million, or one in a billion? No fingerprint examiner can answer such questions decisively, yet the answers are critical to evaluating the value of fingerprint evidence.</p><p style='text-indent: 1em;'>The error rate for fingerprint identification in actual practice has received little systematic study. How often do fingerprint examiners mistakenly declare a match? Although some proficiency tests show examiners making few or no errors, these tests have been criticized as lax; a more rigorous test showed a 34 percent rate of erroneous identification.</p>",Comparative,10,2,7,EMPTY_P;INLINE_STYLE,Reused,LSAC066,Not started,,,,
136,LSAC136,The Official LSAT PrepTest 136,1,FALSE,RC-G032,15,22,8,"<p style='text-indent: 1em;'>Music and literature, rivals among the arts, have not coexisted without intruding on each other's terrain. Ever since what we think of as ""literature"" developed out of the sounds of spoken, sung, and chanted art, writing has aspired to the condition of music, in which form contributes significantly to content. Nowhere is this truer than in the African American tradition, <lr data-itemid='G032B-14'>whose music is often considered its greatest artistic achievement and one of the greatest contributions to North American art.  </lr> <lr data-itemid='16682-11'>But while many African American writers have used musicians and music as theme and metaphor in their writing, none had attempted to draw upon a musical genre as the structuring principle for an entire novel until Toni Morrison did so in her 1992 novel <em style=""font-style: italic;"">Jazz</em>, a novel set in the Harlem section of New York City in 1926.</lr></p><p style='text-indent: 1em;'>In <em style=""font-style: italic;"">Jazz</em>, the connection to music is found not only in the novel's plot but, more strikingly, in the way in which the story is told. <lr data-itemid='G032B-14'>The narration slips easily from the third-person omniscience of the narrator's disembodied voice—</lr>which, though sensitive and sympathetic, claims no particular identity, gender, or immersion in specific social circumstances—to the first-person lyricism of key characters. But throughout these shifts, the narrator is both generous with the characters' voices and protective of his or her mastery over the narrative as a whole. On the one hand, the central characters are given the responsibility of relating their parts of the overarching story, but on the other hand, their sections are set off by quotation marks, reminders that the narrator is allowing them to speak. In this way, the narrative is analogous in structure to the playing of a jazz band which intertwines its ensemble sound with the individuality of embedded solo performances.</p><p style='text-indent: 1em;'>In jazz, composer and conductor Duke Ellington was the first to construct his compositions with his individual musicians and their unique ""voices"" in mind. Yet no matter how lengthy his musicians' improvisations, no matter how bold or inventive their solos might be, they always performed within the undeniable logic of the composer's frame—they always, in other words, performed as if with quotation marks around their improvisations and solos. It is this same effect that Toni Morrison has achieved in <em style=""font-style: italic;"">Jazz</em>, a literary rendering of an art of composition that Duke Ellington perfected around the time in which <em style=""font-style: italic;"">Jazz</em> is set.</p><p style='text-indent: 1em;'>In this novel, <lr data-itemid='G032B-14'>Morrison has found a way, paradoxically, to create the sense of an ensemble of characters improvising within the fixed scope</lr> of a carefully constructed collective narration. <lr data-itemid='G032B-14'>By simulating the style of a genius of music while exhibiting Morrison's own linguistic virtuosity,</lr> <em style=""font-style: italic;"">Jazz</em> serves to redefine the very possibilities of narrative point of view.</p>",Single,4,0,4,INLINE_STYLE,Reused,LSAC066,Not started,,,,
